Question,Chance1_model1,Prediction1_model1,Chance2_model1,Prediction2_model1,Chance3_model1,Prediction3_model1,Chance1_model2,Prediction1_model2,Chance2_model2,Prediction2_model2,Chance3_model2
What are some healthy recipes for quick and nutritious meals?,0.0173538362559021,374-docs-settings-tool-woocommerce-integration-.md,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.7283033579587936,390-docs-settings-report-.md,0.7185226082801819,128-docs-automation-actions-webhook-node-.md,0.715866893529892
How can one effectively deal with stress and maintain mental well-being?,0.0403113875629689,379-docs-settings-configuration-sms-account-.md,0.0394238512741386,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0286171963439079,388-docs-settings-configuration-non-unique-emails-.md,0.7199832797050476,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7198859602212906,390-docs-settings-report-.md,0.7176886051893234
What are some recommended books or authors for avid readers?,0.109050020517604,250-docs-campaign-recommendations-v2-.md,0.1084898012086431,262-docs-campaign-recommendations-v2-distributing-recommendations-.md,0.0953958484574846,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7920432686805725,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7285740822553635,390-docs-settings-report-.md,0.5380281071009121
Do you have any hobbies or interests outside of work?,0.0852384924436377,306-docs-assets-files-explorer-.md,0.0547755470607908,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0467712249543424,11-docs-ai-search-ai-search-statistics-.md,0.7426553964614868,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7242186516523361,390-docs-settings-report-.md,0.7155500650405884
What is your favorite book or movie of all time?,0.0840213862924386,114-docs-automation-flow-control-optimize-time-.md,0.0673857419285277,389-docs-settings-configuration-time-optimizer-.md,0.0479964436397987,104-docs-automation-triggers-scheduled-run-.md,0.7558718621730804,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7366901785135269,279-docs-assets-events-adding-event-parameters-.md,0.7280798405408859
Are you more of a coffee or tea person?,0.0908527724235225,263-docs-campaign-personalized-promotions-.md,0.0875929048206711,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.0649404048520819,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.7179764658212662,390-docs-settings-report-.md,0.7131663113832474,260-docs-campaign-recommendations-v2-previewing-recommendations-.md,0.713042601943016
"Have you ever traveled to a different country? If so, which one was your favorite and why?",0.0397838570758038,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.0342114205097004,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.0323149461482786,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.699159175157547,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.6907439082860947,390-docs-settings-report-.md,0.4689512602002754
Are you a dog person or a cat person? Why?,0.1655388376025909,263-docs-campaign-personalized-promotions-.md,0.1595991763317298,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.1183250532250351,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.701899453997612,390-docs-settings-report-.md,0.7018287032842636,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.5086742265379893
What is your favorite type of cuisine? Do you have a favorite dish from that cuisine?,0.0397261641590836,288-docs-assets-events-event-reference-items-.md,0.0266044323975392,276-docs-assets-events-.md,0.0184701351121038,92-docs-analytics-i_events-parameter-operators-.md,0.7462199479341507,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7190711349248886,390-docs-settings-report-.md,0.5293326091324666
"If you could have dinner with anyone, living or dead, who would it be and why?",0.0390771274187443,241-docs-campaign-screen-views-whats-new-.md,0.0258192371797783,323-docs-predictions-predictions-introduction-.md,0.0216663554460241,373-docs-settings-tool-magento-integration-multistore-support-.md,0.6965409964323044,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6950743049383163,4-docs-ai-search-configuring-ai-search-query-rules-.md,0.5021264386356175
What is your go-to TV show or series that you can watch over and over again?,0.0445963490523553,231-docs-campaign-dynamiccontent-removing-dynamic-content-.md,0.0398817812650083,69-docs-analytics-aggregates-creating-aggregates-.md,0.0328206996143895,344-docs-settings-business-profile-account-.md,0.7278208136558533,104-docs-automation-triggers-scheduled-run-.md,0.719438299536705,101-docs-automation-triggers-audience-node-.md,0.5213989582903036
Do you prefer the beach or the mountains for a vacation getaway and why?,0.0420098117293108,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0342557674870133,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0296074791443092,29-docs-analytics-segmentations-.md,0.6992492526769638,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.6896650642156601,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.6842312216758728
Which book had the biggest impact on your life?,0.0378371162404802,127-docs-automation-actions-send-webpush-node-.md,0.0150444295270836,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.0146263788089524,101-docs-automation-triggers-audience-node-.md,0.7792693376541138,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7214142680168152,390-docs-settings-report-.md,0.7110886573791504
Do you prefer traveling to mountains or beaches?,0.0479294434150197,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0390827714245937,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0337794895500195,29-docs-analytics-segmentations-.md,0.7014840841293335,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.6959389746189117,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6924245655536652
What is your go-to relaxation method?,0.0588446842036189,167-docs-automation-integration-http-integrations-http-send-file-.md,0.054646914022751,128-docs-automation-actions-webhook-node-.md,0.0517533359889417,301-docs-assets-imports-introduction-to-imports-.md,0.7261182516813278,389-docs-settings-configuration-time-optimizer-.md,0.7249634563922882,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.5320223309776337
"Have you ever tried extreme sports? If so, which ones?",0.0614942996919184,96-docs-automation-introduction-to-automation-.md,0.0244055808339411,13-docs-ai-search-ab-test-configuring-ab-test-.md,0.0214784804922868,200-docs-automation-using-event-expressions-automation-.md,0.6900106370449066,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6820490956306458,390-docs-settings-report-.md,0.4830218898335392
"Have you ever traveled outside of your home country? If so, where?",0.0243036734386512,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.0231421576483934,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.0206730854176131,269-docs-assets-.md,0.6994816362857819,390-docs-settings-report-.md,0.6826861202716827,75-docs-analytics-geoanalytics-creating-geoanalytics-.md,0.4805338347398002
Do you prefer books or movies? Why?,0.062023597924045,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.050575469437576,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0437127020188459,29-docs-analytics-segmentations-.md,0.7443483769893646,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7326042354106903,248-docs-campaign-promotions-creating-promotions-.md,0.7281874716281891
What is the best vacation you have ever been on?,0.0645771293094644,114-docs-automation-flow-control-optimize-time-.md,0.0381388745052284,389-docs-settings-configuration-time-optimizer-.md,0.0362844873992544,333-docs-predictions-predictions-examples-.md,0.7433169633150101,101-docs-automation-triggers-audience-node-.md,0.705115407705307,246-docs-campaign-promotions-introduction-to-promotions-.md,0.7016517072916031
"If money was no object, where would you live and why?",0.176589391825283,346-docs-settings-business-profile-cloning-objects-introduction-to-cloning-.md,0.0801399060810102,347-docs-settings-business-profile-cloning-objects-cloning-analyses-to-workspaces-.md,0.0796957739962934,345-docs-settings-business-profile-cloning-objects-.md,0.7090922296047211,362-docs-settings-identity-access-management-iam-for-apps-access-control-.md,0.6936895251274109,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6909843683242798
"Have you ever traveled to another continent? If so, which one?",0.043867476595329,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.0342952599091029,17-docs-analytics-analytics-dashboard-introduction-to-dashboards-.md,0.0262724156730547,221-docs-campaign-Mobile-first_run_message-.md,0.7125079035758972,390-docs-settings-report-.md,0.6867600828409195,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6838255822658539
What is the best vacation you have ever taken?,0.0593187819037635,114-docs-automation-flow-control-optimize-time-.md,0.0407426047351542,386-docs-settings-configuration-templates-.md,0.0350991847005184,390-docs-settings-report-.md,0.7457866817712784,101-docs-automation-triggers-audience-node-.md,0.7102301567792892,335-docs-crm-client-list-.md,0.7084842622280121
"Do you prefer coffee or tea, and why?",0.0573553953608602,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0467689096125253,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0404226679924741,29-docs-analytics-segmentations-.md,0.7236972004175186,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7180652618408203,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.7141725122928619
What is the last book you read that you simply couldn't put down?,0.1073901593017479,281-docs-assets-events-importing-events-.md,0.0373286519960625,17-docs-analytics-analytics-dashboard-introduction-to-dashboards-.md,0.0363394031658821,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.7593657672405243,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7257926613092422,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7166703641414642
What is your go-to movie genre for a cozy night in?,0.0119686269595036,253-docs-campaign-recommendations-v2-item-feed-requirements-.md,0.0079131246672461,114-docs-automation-flow-control-optimize-time-.md,0.0,99-docs-automation-triggers-.md,0.71842060983181,268-docs-campaign-inserts-.md,0.7095453441143036,38-docs-analytics-trends-creating-trends-.md,0.6970738172531128
"Have you ever tried a extreme sport or activity? If not, would you be willing to?",0.0537088315987648,96-docs-automation-introduction-to-automation-.md,0.0327709376283152,323-docs-predictions-predictions-introduction-.md,0.0293717509360135,101-docs-automation-triggers-audience-node-.md,0.7040298581123352,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6827858835458755,390-docs-settings-report-.md,0.4814500907552665
What is your favorite outdoor activity to do during the summer?,0.050573234470634,276-docs-assets-events-.md,0.0405452662639393,101-docs-automation-triggers-audience-node-.md,0.0376762645679868,336-docs-crm-crm-profile-.md,0.7299385070800781,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7167074084281921,276-docs-assets-events-.md,0.5211736728881178
"If you could have any animal as a pet, which would you choose?",0.0919012380308948,91-docs-analytics-i_profile-filter-.md,0.0538799442220822,89-docs-analytics-analytics-scenarios-connecting-events-in-crm-.md,0.0479459220679255,241-docs-campaign-screen-views-whats-new-.md,0.7070718258619308,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7283597439527512,92-docs-analytics-i_events-parameter-operators-.md,0.7254365831613541
"Are you a morning person or a night owl, and why?",0.085487929466001,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.0784370518700648,263-docs-campaign-personalized-promotions-.md,0.0560658058963862,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.7198429554700851,90-docs-analytics-i_date-filters-.md,0.718027725815773,114-docs-automation-flow-control-optimize-time-.md,0.7114428132772446
What is your favorite album of all time?,0.0994609289086872,114-docs-automation-flow-control-optimize-time-.md,0.0797683635459796,389-docs-settings-configuration-time-optimizer-.md,0.0568161402635348,104-docs-automation-triggers-scheduled-run-.md,0.7309213578701019,104-docs-automation-triggers-scheduled-run-.md,0.7412870675325394,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7271348387002945
What is the most interesting place you have ever visited?,0.1158793092046652,306-docs-assets-files-explorer-.md,0.0796869348242498,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0561578468413033,29-docs-analytics-segmentations-.md,0.7319712787866592,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7756525874137878,1-docs-ai-search-configuring-ai-search-.md,0.733643501996994
What is your favorite genre of books to read?,0.1255179720093372,281-docs-assets-events-importing-events-.md,0.0381301324644087,144-docs-automation-integration-facebook-send-custom-audience-.md,0.0286830970222755,288-docs-assets-events-event-reference-items-.md,0.7685451507568359,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7304377108812332,308-docs-assets-documents-whats-new-.md,0.5402409955868304
What is the best concert you have ever attended?,0.0540291875096942,114-docs-automation-flow-control-optimize-time-.md,0.0319093218309052,389-docs-settings-configuration-time-optimizer-.md,0.030357827830853,333-docs-predictions-predictions-examples-.md,0.7387222200632095,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7258892059326172,209-docs-campaign-e-mail-creating-email-campaigns-.md,0.7249781042337418
"If you could live anywhere in the world, where would you choose?",0.0888850720299856,91-docs-analytics-i_profile-filter-.md,0.0843309227559152,169-docs-automation-integration-microsoft-teams-.md,0.0730492615779837,176-docs-automation-integration-slack-.md,0.721055880188942,362-docs-settings-identity-access-management-iam-for-apps-access-control-.md,0.7115150094032288,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.7070654630661011
What is the most adventurous activity you have ever done?,0.0557835484910798,101-docs-automation-triggers-audience-node-.md,0.0467912934993803,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.0406299977071105,336-docs-crm-crm-profile-.md,0.7184078246355057,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7042683660984039,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.5218290754016253
"If you could visit any historical event, which one would you choose and why?",0.1959181978836227,277-docs-assets-events-introduction-to-events-.md,0.1829056223850396,91-docs-analytics-i_profile-filter-.md,0.1583713296934663,276-docs-assets-events-.md,0.7610273063182831,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7702500522136688,269-docs-assets-.md,0.7596228718757629
What is the most interesting place you have ever traveled to?,0.0998611941671828,306-docs-assets-files-explorer-.md,0.0686717285914895,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0483950904257248,29-docs-analytics-segmentations-.md,0.7225584536790848,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7192610651254654,390-docs-settings-report-.md,0.5469424030262848
"Have you ever tried bungee jumping or skydiving? If not, would you ever consider trying it?",0.0623110522482773,96-docs-automation-introduction-to-automation-.md,0.0293838333917166,323-docs-predictions-predictions-introduction-.md,0.0255811903465481,200-docs-automation-using-event-expressions-automation-.md,0.697758749127388,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6792528629302979,91-docs-analytics-i_profile-filter-.md,0.6752587556838989
"Do you have any phobias or fears? If so, what are they?",0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7141088396310806,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7061692327260971,390-docs-settings-report-.md,0.5099689069771718
What is a book that has had a significant impact on your life?,0.0378371162404802,127-docs-automation-actions-send-webpush-node-.md,0.0150444295270836,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.0146263788089524,101-docs-automation-triggers-audience-node-.md,0.8023066520690918,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7387899458408356,390-docs-settings-report-.md,0.5432693942741347
What is your favorite board game to play with friends?,0.0219420531773123,288-docs-assets-events-event-reference-items-.md,0.0171254445202798,276-docs-assets-events-.md,0.012740750606936,305-docs-assets-tags-.md,0.757268488407135,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7325137257575989,361-docs-settings-identity-access-management-iam-for-apps-third-party-authentication-.md,0.730224147439003
Do you enjoy gardening or having plants in your home?,0.0208951664513707,269-docs-assets-.md,0.0165774104142816,251-docs-campaign-recommendations-v2-introduction-to-recommendation-campaigns-.md,0.0132303067320907,250-docs-campaign-recommendations-v2-.md,0.7297318279743195,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7266333550214767,390-docs-settings-report-.md,0.5220251622174801
Who is your favorite author and why?,0.1643536964754099,361-docs-settings-identity-access-management-iam-for-apps-third-party-authentication-.md,0.0848242111656651,128-docs-automation-actions-webhook-node-.md,0.0692991387069706,357-docs-settings-identity-access-management-access-control-single-sign-on-.md,0.7568373680114746,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7238331288099289,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7201470285654068
Do you enjoy participating in outdoor activities like hiking or camping?,0.0286815025773139,101-docs-automation-triggers-audience-node-.md,0.0266519862584147,336-docs-crm-crm-profile-.md,0.0257393857127827,323-docs-predictions-predictions-introduction-.md,0.7206260710954666,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7094935178756714,390-docs-settings-report-.md,0.6943718492984772
What is your favorite book or genre?,0.0300902662821031,288-docs-assets-events-event-reference-items-.md,0.02348500305101,276-docs-assets-events-.md,0.0124043845221035,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7721441984176636,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7519552409648895,279-docs-assets-events-adding-event-parameters-.md,0.7346042394638062
What is your go-to hobby or recreational activity?,0.0375666502824228,101-docs-automation-triggers-audience-node-.md,0.0349084168238011,336-docs-crm-crm-profile-.md,0.0318006604145163,277-docs-assets-events-introduction-to-events-.md,0.7414901107549667,15-docs-analytics-.md,0.7362564206123352,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.733988955616951
"Do you enjoy cooking? If so, what is your favorite dish to prepare?",0.0240060388819399,288-docs-assets-events-event-reference-items-.md,0.0221106060748094,153-docs-automation-integration-google-analytics-.md,0.021399950991318,245-docs-campaign-promotions-.md,0.7362038344144821,390-docs-settings-report-.md,0.7244864106178284,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5253630185018121
"Have you ever been on a cruise vacation? If so, where did you go?",0.0211174319944474,32-docs-analytics-segmentations-previewing-analyses-.md,0.0154886756874083,33-docs-analytics-segmentations-adding-segmentations-to-dashboards-.md,0.0152599668620341,273-docs-assets-catalogs-previewing-catalogs-.md,0.6964259445667267,390-docs-settings-report-.md,0.7386211901903152,101-docs-automation-triggers-audience-node-.md,0.7062891721725464
"Have you ever tried a extreme sport? If so, which one and how was the experience?",0.0573625829130883,96-docs-automation-introduction-to-automation-.md,0.0510565008812118,0-docs-ai-search-introduction-to-ai-search-.md,0.0422437693803119,200-docs-automation-using-event-expressions-automation-.md,0.687883272767067,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6848238259553909,390-docs-settings-report-.md,0.4848521388816043
"Do you enjoy outdoor activities like hiking or camping? If so, what is your favorite destination?",0.0341902442758415,276-docs-assets-events-.md,0.0274107949057137,101-docs-automation-triggers-audience-node-.md,0.025471194446317,336-docs-crm-crm-profile-.md,0.701228678226471,390-docs-settings-report-.md,0.7006746679544449,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.4979344193543491
"If you could travel back in time, which historical era would you like to visit and why?",0.0806382845930969,323-docs-predictions-predictions-introduction-.md,0.0655128886158171,329-docs-predictions-previewing-predictions-.md,0.0607582264277083,114-docs-automation-flow-control-optimize-time-.md,0.7235961109399796,104-docs-automation-triggers-scheduled-run-.md,0.720774918794632,390-docs-settings-report-.md,0.708470419049263
What is your favorite hobby or pastime activity?,0.0493805632393561,276-docs-assets-events-.md,0.0395890851309017,101-docs-automation-triggers-audience-node-.md,0.0367877432518675,336-docs-crm-crm-profile-.md,0.7476670742034912,15-docs-analytics-.md,0.7471962571144104,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.7439756691455841
"Do you prefer cats or dogs, and why?",0.0589784241957945,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0480923646842232,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0415665386836965,29-docs-analytics-segmentations-.md,0.7148312330245972,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7113867104053497,107-docs-automation-conditions-client-filter-node-.md,0.7088245153427124
What are some popular hiking trails in your area?,0.0672011742630256,11-docs-ai-search-ai-search-statistics-.md,0.0609288699973864,93-docs-analytics-i_events-parameter-value-.md,0.0468422534298261,271-docs-assets-catalogs-introduction-to-catalogs-.md,0.7316804081201553,390-docs-settings-report-.md,0.7311699092388153,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5518825308853597
"Have you ever been scuba diving? If so, what was your favorite dive spot?",0.0358946362866255,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.0328021201987725,24-docs-analytics-funnels-introduction-to-funnels-.md,0.0213530479034758,23-docs-analytics-funnels-.md,0.7066491991281509,10-docs-ai-search-previewing-search-engine-results-.md,0.7000233978033066,390-docs-settings-report-.md,0.5163110646719649
"Do you enjoy watching sports? If so, what's your favorite team?",0.14843978828912,169-docs-automation-integration-microsoft-teams-.md,0.0720678071248119,170-docs-automation-integration-microsoft-teams-send-message-to-teams-channel-.md,0.0243681292921764,177-docs-automation-integration-slack-send-message-to-slack-channel-.md,0.6972111463546753,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7158506214618683,137-docs-automation-integration-.md,0.7155633419752121
Have you ever traveled outside of your home country? Where did you go and what was your favorite experience?,0.0364222461843671,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.0337583615491802,0-docs-ai-search-introduction-to-ai-search-.md,0.0228108980363312,200-docs-automation-using-event-expressions-automation-.md,0.6982565224170685,390-docs-settings-report-.md,0.6897572129964828,335-docs-crm-client-list-.md,0.4864132931245797
"What is the last book you read, and would you recommend it?",0.1522208142494041,250-docs-campaign-recommendations-v2-.md,0.150745899648713,281-docs-assets-events-importing-events-.md,0.1464091260813109,262-docs-campaign-recommendations-v2-distributing-recommendations-.md,0.7843282222747803,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.750802218914032,254-docs-campaign-recommendations-v2-recommendation-types-.md,0.7261108160018921
Are you an early bird or a night owl?,0.0087606429125566,114-docs-automation-flow-control-optimize-time-.md,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.7245702892541885,90-docs-analytics-i_date-filters-.md,0.7139499634504318,248-docs-campaign-promotions-creating-promotions-.md,0.7134782373905182
Do you prefer to read books or watch movies?,0.1129321117232792,281-docs-assets-events-importing-events-.md,0.0486497531200161,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0396701285384982,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.7575107514858246,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7328090816736221,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7241824269294739
How do you like to stay active?,0.0664319678677928,359-docs-settings-identity-access-management-iam-for-apps-.md,0.0609845340859439,101-docs-automation-triggers-audience-node-.md,0.0566692403946787,336-docs-crm-crm-profile-.md,0.7620618641376495,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.7508362233638763,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7479214072227478
"Do you enjoy cooking or baking? If so, what is your signature dish?",0.0451775354865331,357-docs-settings-identity-access-management-access-control-single-sign-on-.md,0.0180614339066997,141-docs-automation-integration-azure-blob-storage-get-file-azure-blob-storage-.md,0.0141419050872324,142-docs-automation-integration-azure-blob-storage-send-file-azure-blob-storage-.md,0.733544334769249,390-docs-settings-report-.md,0.7121353447437286,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5169044063379236
"If you could travel to any place in the world, where would you go and why?",0.0876133724053887,169-docs-automation-integration-microsoft-teams-.md,0.0758925901604892,176-docs-automation-integration-slack-.md,0.0481773254861894,241-docs-campaign-screen-views-whats-new-.md,0.7185870409011841,104-docs-automation-triggers-scheduled-run-.md,0.7477194666862488,1-docs-ai-search-configuring-ai-search-.md,0.7181808054447174
What is your all-time favorite movie and why do you love it?,0.0249194695687044,288-docs-assets-events-event-reference-items-.md,0.0194492735080465,276-docs-assets-events-.md,0.014040497510796,253-docs-campaign-recommendations-v2-item-feed-requirements-.md,0.7261449992656708,104-docs-automation-triggers-scheduled-run-.md,0.7091330736875534,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7084504663944244
Can you recommend any good books you've recently read?,0.1239154988089155,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.1216885834660404,250-docs-campaign-recommendations-v2-.md,0.1166495161046506,281-docs-assets-events-importing-events-.md,0.8103151321411133,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7308852076530457,390-docs-settings-report-.md,0.5372456398506138
Are you interested in any specific sports or athletic activities?,0.0721875838355602,306-docs-assets-files-explorer-.md,0.0496429529509217,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0441662937576892,74-docs-analytics-geoanalytics-introduction-to-geoanalytics-.md,0.7626397609710693,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7479234486818314,243-docs-campaign-screen-views-creating-screen-views-.md,0.7440585494041443
Who is your favorite musical artist or band?,0.0244777946581643,288-docs-assets-events-event-reference-items-.md,0.0191045528424219,276-docs-assets-events-.md,0.0100907042279501,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7240589112043381,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7179230898618698,31-docs-analytics-segmentations-creating-segmentations-.md,0.7115225791931152
What are your hobbies or favorite pastimes?,0.0288397507528361,288-docs-assets-events-event-reference-items-.md,0.022508994372827,276-docs-assets-events-.md,0.0118888731161737,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.736008808016777,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7313764691352844,390-docs-settings-report-.md,0.7273736894130707
How do you stay motivated and focused on your goals?,0.1050865724224421,186-docs-automation-data-transformation-and-imports-creating-data-transformation-.md,0.0774732706092066,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.0437111512848665,230-docs-campaign-dynamiccontent-creating-dynamic-content-.md,0.7385647892951965,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7346507906913757,246-docs-campaign-promotions-introduction-to-promotions-.md,0.7327513694763184
Do you prefer mountains or beaches for vacation?,0.0479294434150197,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0390827714245937,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0337794895500195,29-docs-analytics-segmentations-.md,0.702903151512146,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.6929773688316345,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.691517561674118
"If you could visit any country in the world, where would you go?",0.0945649813391668,169-docs-automation-integration-microsoft-teams-.md,0.0819142235399933,176-docs-automation-integration-slack-.md,0.0519999146305234,241-docs-campaign-screen-views-whats-new-.md,0.7301219552755356,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.7138451933860779,362-docs-settings-identity-access-management-iam-for-apps-access-control-.md,0.5336674889861825
Do you prefer to cook at home or dine out at restaurants?,0.0436650006659947,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.035605446645955,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.030774015482023,29-docs-analytics-segmentations-.md,0.7197468727827072,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7106536626815796,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.7042822688817978
Do you prefer city life or country life?,0.0615814855935258,127-docs-automation-actions-send-webpush-node-.md,0.0410290619697049,70-docs-analytics-aggregates-previewing-aggregates-.md,0.0397393733841804,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.7035358548164368,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7021393924951553,390-docs-settings-report-.md,0.6962090730667114
